id,date,user,pc,file_tree,activity
{F7Y7-C3GW32KX-7123ZXNM},01-04-2010 09:16,MHP1692,PC-0007,R:\;R:\86XR2Y2;R:\MHP1692,Connect
{L6J7-S7HJ83MP-5012DUNT},01-04-2010 09:16,KAB2249,PC-6758,,Disconnect
{K2G7-G0JI97DU-3593IPJX},01-04-2010 09:16,APO1524,PC-8823,,Disconnect
{V3X8-G2HM68CV-7073WZDK},01-04-2010 09:16,ADH0764,PC-8092,R:\;R:\14F5137;R:\18Y68Q6;R:\56P9jZ4;R:\ADH0764,Connect
{F9F7-Q5NV00NB-3848PEZJ},01-04-2010 09:16,EGJ1921,PC-0215,,Disconnect
{S7V8-B6PU05NJ-9556VURR},01-04-2010 09:16,LIC3132,PC-7780,,Disconnect
{K1H2-E6MB61XB-0454GNZN},01-04-2010 09:16,YCW3131,PC-6192,R:\;R:\13Wxq61;R:\28bj723;R:\YCW3131,Connect
{F4N9-R1UT74OT-6538FYBR},01-04-2010 09:17,DAM1245,PC-9940,,Disconnect
{R1D6-O4TV88YW-9612KMZK},01-04-2010 09:17,YCW3131,PC-6192,,Disconnect
{E4H6-E2FF55QB-2974AQJY},01-04-2010 09:17,TMO1697,PC-0792,R:\;R:\29NNR71;R:\371XY89;R:\37p47G6;R:\65S6397;R:\TMO1697,Connect
{D3Y6-M1MJ49GV-5700FSRG},01-04-2010 09:17,HCM3579,PC-9841,,Disconnect
{I5P8-H9WD46UR-2208HRJC},01-04-2010 09:17,JIS3135,PC-7515,R:\;R:\12B1w25;R:\25Yn433;R:\JIS3135,Connect
{Y2G7-L1BR74XJ-9263DXET},01-04-2010 09:17,BVW2499,PC-6877,R:\;R:\854CH79;R:\BVW2499,Connect
{H0X0-A4QJ99FJ-2829YDVN},01-04-2010 09:17,IJO2659,PC-9331,,Disconnect
{M4C6-Z3WQ89GG-9191RGKL},01-04-2010 09:18,PZM0984,PC-5494,,Disconnect
{O7N4-F0KH22OQ-6520CVUA},01-04-2010 09:18,MHP1692,PC-0007,,Disconnect
{K8C5-M9IE26OI-1491KPVM},01-04-2010 09:18,ING3393,PC-2927,R:\;R:\59pH893;R:\73YY873;R:\855KB39;R:\ING3393,Connect
{G3O9-P9LK32VS-8736GQMZ},01-04-2010 09:18,UWC1584,PC-3101,,Disconnect
{B3H8-U4TS92NL-4336EDLS},01-04-2010 09:18,FKW2698,PC-8112,R:\;R:\623Lp69;R:\668SQQ8;R:\FKW2698,Connect
{Y9X3-W1ES74GW-0660MMJM},01-04-2010 09:18,RTR1463,PC-8503,R:\;R:\RTR1463,Connect
{D1X5-Z4VO81SK-8070UDNC},01-04-2010 09:18,WMM1386,PC-1405,,Disconnect
{U5I4-S1FC79NS-8277SEZB},01-04-2010 09:18,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{B1L4-X7AD10LU-2246EQPE},01-04-2010 09:19,HDB1365,PC-6069,,Disconnect
{O8Z9-V6OR82RE-2917NSCW},01-04-2010 09:19,EAD1352,PC-0791,,Disconnect
{Q3Q9-K9BF57DN-3096UGRJ},01-04-2010 09:19,IAK0352,PC-6483,R:\;R:\71Kb9r2;R:\72m3l95;R:\IAK0352,Connect
{Q6H1-N6AJ55XJ-8740BGWN},01-04-2010 09:19,MJV0820,PC-0898,,Disconnect
{S3V6-R4SV79VQ-9254SAPC},01-04-2010 09:19,DEM1601,PC-2545,,Disconnect
{N4N8-M2DJ51RK-2549AKBC},01-04-2010 09:19,RJS0853,PC-9388,R:\;R:\133SJD8;R:\82Q3L75;R:\87Xy623;R:\RJS0853,Connect
{M2F2-G6SL91XW-7873WMVI},01-04-2010 09:20,ZOK1135,PC-0590,R:\;R:\ZOK1135,Connect
{F9V1-U1JK98WR-9945WRZK},01-04-2010 09:20,DUF2803,PC-2678,,Disconnect
{T4I0-C1OG30YA-6598LUJF},01-04-2010 09:20,DEA2497,PC-6057,,Disconnect
{T6F3-V9TW31YJ-0866GQUN},01-04-2010 09:20,IJO2659,PC-9331,R:\;R:\821Jb39;R:\86R6p95;R:\IJO2659,Connect
{V0M9-B5DV59WF-5535UUEY},01-04-2010 09:20,TMO1697,PC-0792,,Disconnect
{W4M4-Y3PN31QE-1403IUBG},01-04-2010 09:20,DAM3983,PC-1527,R:\;R:\41Np373;R:\488Nln8;R:\715Nx89;R:\86wb863;R:\DAM3983,Connect
{J6I1-K4EF95SJ-0766ZKWD},01-04-2010 09:20,EAD1352,PC-0791,R:\;R:\39gW9r2;R:\EAD1352,Connect
{M4N0-S0NF26SB-6508XAQM},01-04-2010 09:20,WAM0240,PC-4469,,Disconnect
{R2C0-A2BT16NY-8615RHYJ},01-04-2010 09:20,AKW1191,PC-5242,R:\;R:\27HvN71;R:\899YC59;R:\AKW1191,Connect
{C7T3-V7GF70KA-8899TMUU},01-04-2010 09:20,IHH1484,PC-4158,,Disconnect
{Y3D4-S0MP88FX-9120WTCH},01-04-2010 09:20,JBP0156,PC-5721,,Disconnect
{Z5L3-Y6KP97EZ-3242TBKX},01-04-2010 09:21,LJB1898,PC-8375,R:\;R:\LJB1898,Connect
{E3X4-O0MK12QL-7977TIJP},01-04-2010 09:21,YJB2619,PC-8252,,Disconnect
{W1W3-L6UW07HP-8876WAGB},01-04-2010 09:21,IFB3864,PC-5027,,Disconnect
{W4M6-T4IF09VR-1982TQFM},01-04-2010 09:21,OCZ3155,PC-4722,,Disconnect
{O3C1-S6YK59NE-6714JOOE},01-04-2010 09:22,MDB2114,PC-4789,,Disconnect
{B9K7-R5JG86IZ-3638CLWF},01-04-2010 09:22,GHH2754,PC-9869,R:\;R:\38X1517;R:\46N5Yb4;R:\54gH4b2;R:\67R2y35;R:\GHH2754,Connect
{N4E8-Z5SF53XW-6802AFPD},01-04-2010 09:22,IIM0481,PC-8520,R:\;R:\IIM0481,Connect
{N4U0-G6FG94BD-3389LJBD},01-04-2010 09:22,MHR2155,PC-8220,R:\;R:\49x1H45;R:\66lcf41;R:\74R6r25;R:\MHR2155,Connect
{B5Z1-L6NJ14VL-8175ZYTM},01-04-2010 09:22,IEM1925,PC-7488,,Disconnect
{H2E8-J0VK92KX-4167FTQQ},01-04-2010 09:22,LJB1898,PC-8375,,Disconnect
{H4H9-O5RV53JV-0324CRMY},01-04-2010 09:22,LEM1739,PC-8254,R:\;R:\69yxC21;R:\719nR49;R:\89Cq633;R:\99K8877;R:\LEM1739,Connect
{N2A4-E3LV79CJ-2319TRSE},01-04-2010 09:22,ASP1409,PC-6934,,Disconnect
{X3F2-F7EG56BA-1539TCSQ},01-04-2010 09:22,HNH0199,PC-9577,R:\;R:\HNH0199,Connect
{X7R7-I3FU07QF-8904ZJWU},01-04-2010 09:22,SCP3756,PC-9821,,Disconnect
{U8K2-V0LY75UU-2434RGCV},01-04-2010 09:22,SIH2331,PC-7078,,Disconnect
{Q0Z7-C0RA55TG-9279OYGY},01-04-2010 09:22,XMR1810,PC-8858,R:\;R:\42MzKG0;R:\XMR1810,Connect
{O0L3-W3CS67XI-4649XXTQ},01-04-2010 09:22,JIS3135,PC-7515,,Disconnect
{V0J5-Q9BK25PK-8168SHWT},01-04-2010 09:22,CTH1005,PC-6458,R:\;R:\37z9Q45;R:\87kPfG0;R:\CTH1005,Connect
{L3M6-N5VF99MS-4619GXOD},01-04-2010 09:22,EEC3140,PC-8416,,Disconnect
{X1S9-A4UD38RH-9183GEDG},01-04-2010 09:22,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{J7Z4-G5OQ63KX-1368DYQN},01-04-2010 09:23,EPT1398,PC-4178,R:\;R:\EPT1398,Connect
{R7I8-X2JT13IL-7219RNIA},01-04-2010 09:23,HMN3681,PC-1301,R:\;R:\21SxZ31;R:\HMN3681,Connect
{N6L9-F1BM06XC-1313UWBC},01-04-2010 09:23,WWD0136,PC-8251,R:\;R:\68ft173;R:\83d96X6;R:\WWD0136,Connect
{F5S2-D8OY05GT-1103AISW},01-04-2010 09:23,ACM2954,PC-1096,R:\;R:\66b5YM4;R:\ACM2954,Connect
{Y0C7-V5NH38OK-4851UGAC},01-04-2010 09:24,CWS0228,PC-9988,,Disconnect
{U5N2-D4FT43FU-9907SDVE},01-04-2010 09:24,CTS3428,PC-4598,R:\;R:\12bl1V2;R:\625pbR8;R:\97Q1Bh4;R:\CTS3428,Connect
{B0Z6-U6PF21BD-5711XDPA},01-04-2010 09:24,SMH0019,PC-4409,R:\;R:\765jd69;R:\SMH0019,Connect
{V8X4-E6MM08SS-9350UKCY},01-04-2010 09:24,SGB1797,PC-2856,R:\;R:\352CX79;R:\52N5237;R:\83vTl51;R:\98Y5357;R:\SGB1797,Connect
{Z8I4-D1VI18MO-3783EMKI},01-04-2010 09:24,WBV0637,PC-8714,,Disconnect
{Y3X6-D5KC94MD-3401NWHP},01-04-2010 09:24,UKB0584,PC-8655,R:\;R:\488zJt8;R:\75G3xJ4;R:\75x1R15;R:\UKB0584,Connect
{J7O6-T3GM69SX-9677YTQB},01-04-2010 09:24,ZOK1135,PC-0590,,Disconnect
{K0F6-H3EC34JT-6207TFMQ},01-04-2010 09:25,EGJ1921,PC-0215,R:\;R:\56ymn71;R:\EGJ1921,Connect
{F4Q5-L1DQ33WF-2913PCTF},01-04-2010 09:25,WMM1386,PC-1405,,Disconnect
{J1A5-M8XH00CZ-0717PLDD},01-04-2010 09:25,EBJ1378,PC-6081,,Disconnect
{K8V7-K3PK21YE-1040ZXCR},01-04-2010 09:25,YRF0613,PC-0110,R:\;R:\23Mbg71;R:\58jr193;R:\64N49G6;R:\88jmrC0;R:\YRF0613,Connect
{N7W7-Q2NJ31BQ-8152CSOX},01-04-2010 09:25,PES2571,PC-0251,R:\;R:\PES2571,Connect
{O2O5-E5AV24AN-3303YHZO},01-04-2010 09:25,JCL2626,PC-9929,,Disconnect
{I0O4-M1CH70SR-4800VLNA},01-04-2010 09:25,SGB1797,PC-2856,,Disconnect
{B8V8-J1NN39FS-3382JTFO},01-04-2010 09:26,ECH3561,PC-3694,,Disconnect
{N9H9-M4KB73RP-2612MYWH},01-04-2010 09:26,ZJK3088,PC-6780,R:\;R:\223LPn8;R:\663WtH8;R:\ZJK3088,Connect
{W7P6-N5YV38PC-7909UVKG},01-04-2010 09:26,ZJK3088,PC-6780,,Disconnect
{K1W9-X9GL27BE-0617UOCB},01-04-2010 09:26,COL0740,PC-5193,R:\;R:\46D3GZ4;R:\67DYbp0;R:\96VbGB0;R:\97W3177;R:\COL0740,Connect
{Y5Y0-K6IG24IS-2074COAS},01-04-2010 09:26,FDS2339,PC-4262,R:\;R:\FDS2339,Connect
{L1S9-K8DJ46ZH-9586KWXN},01-04-2010 09:26,IEM1925,PC-7488,R:\;R:\43c5H35;R:\IEM1925,Connect
{S4O7-L2JT01CN-1780HCEO},01-04-2010 09:26,EPP0057,PC-8029,,Disconnect
{R0P3-L3HY21ZJ-3717IUNB},01-04-2010 09:26,EAD1352,PC-0791,,Disconnect
{F5A1-B5IF63VV-4704UQCB},01-04-2010 09:26,DEA2497,PC-6057,R:\;R:\46T5mQ4;R:\48r8957;R:\722FM29;R:\DEA2497,Connect
{U3N1-N4WP88CF-2666TFWS},01-04-2010 09:26,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{U3N0-D4MJ76XI-8560HSNV},01-04-2010 09:26,ANR2199,PC-1648,,Disconnect
{A1F8-Z5LU74LC-6715ECPW},01-04-2010 09:26,ACM2954,PC-1096,,Disconnect
{Y3N5-E3SB44KZ-2759ITCH},01-04-2010 09:27,ODS2271,PC-0424,,Disconnect
{C4X7-W7FC42QS-5924NLSR},01-04-2010 09:27,HMN3681,PC-1301,,Disconnect
{A0G2-L0KW04FT-4947ZNQO},01-04-2010 09:27,QJR1304,PC-6689,,Disconnect
{R2C8-W2ZM58FW-4196LLIW},01-04-2010 09:27,HNH0199,PC-9577,,Disconnect
{O0G5-T8TR29NU-9460OTWK},01-04-2010 09:27,BVW2499,PC-6877,,Disconnect
{J3J6-T7PV68MD-2911YFQZ},01-04-2010 09:28,MDB0098,PC-3603,R:\;R:\MDB0098,Connect
{Q5K4-P6VS35BC-8909RAPX},01-04-2010 09:28,IIM0481,PC-8520,,Disconnect
{B6J4-S7ES26QQ-9708KGSM},01-04-2010 09:28,FDS2339,PC-4262,,Disconnect
{W6V1-E2LL91IQ-2741IUJB},01-04-2010 09:28,GCR0625,PC-0731,R:\;R:\21dP4G2;R:\45Z37Z6;R:\86K1w55;R:\GCR0625,Connect
{P8E4-G5CE38NF-9588FRCG},01-04-2010 09:28,MOG2500,PC-8544,,Disconnect
{M0A3-O4VH24ID-9204XUMV},01-04-2010 09:28,ERB3344,PC-4944,R:\;R:\19n5Pm4;R:\77r4sC4;R:\ERB3344,Connect
{N6I9-P6AC76NX-7307EAHQ},01-04-2010 09:28,IJO2659,PC-9331,,Disconnect
{S9G2-H3YD24FV-9372OZPR},01-04-2010 09:28,RJS0853,PC-9388,,Disconnect
{F7U6-Q0MP27NR-8912BQFQ},01-04-2010 09:28,IJO2659,PC-9331,R:\;R:\821Jb39;R:\86R6p95;R:\IJO2659,Connect
{J2D2-O9EF81QC-6288JIHE},01-04-2010 09:28,FJC2009,PC-0109,R:\;R:\FJC2009,Connect
{V6E3-D3MO96MY-1302JJRK},01-04-2010 09:28,BEB2949,PC-1111,,Disconnect
{R2S5-R0UC81JP-5477NQNW},01-04-2010 09:28,KRC3753,PC-1823,R:\;R:\45J3Q75;R:\56g8157;R:\65zp693;R:\KRC3753,Connect
{I2K8-G2WD58TJ-7237YZWR},01-04-2010 09:28,IEM1925,PC-7488,,Disconnect
{A8R0-Z2UL90RD-2555RHBE},01-04-2010 09:28,HYW0980,PC-3704,,Disconnect
{Z8T3-G1EH87IU-0828HRGK},01-04-2010 09:28,GRS3982,PC-7431,R:\;R:\815bBL8;R:\96zr4y2;R:\GRS3982,Connect
{Z6S4-A7HZ41NP-6479JSWO},01-04-2010 09:29,ALH3845,PC-5066,R:\;R:\71g7v25;R:\ALH3845,Connect
{Y6L8-U5PJ69HP-3347QADE},01-04-2010 09:29,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{U2R4-M1EE35WY-6528LGVE},01-04-2010 09:29,BAH1129,PC-7221,R:\;R:\BAH1129,Connect
{N0I6-O6MY03IU-2583NYZX},01-04-2010 09:29,CAH0440,PC-7210,,Disconnect
{U3D1-T3NS72EF-1687YLNG},01-04-2010 09:29,YRF0613,PC-0110,,Disconnect
{F0U5-L9MS84SG-8400TVVI},01-04-2010 09:29,BAH1129,PC-7221,,Disconnect
{H3W3-D7WO00WI-9830NQUV},01-04-2010 09:29,AHF0446,PC-6263,R:\;R:\34b8vN4;R:\37w85Y6;R:\44g9bZ4;R:\AHF0446,Connect
{J9X3-Q5ZJ09MW-4918FZOB},01-04-2010 09:29,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{P0P7-Q3UZ55KO-8034QTYB},01-04-2010 09:30,MHP1692,PC-0007,R:\;R:\86XR2Y2;R:\MHP1692,Connect
{F6Z2-U1NJ43UZ-7103CGXM},01-04-2010 09:30,YRF0613,PC-0110,R:\;R:\23Mbg71;R:\58jr193;R:\64N49G6;R:\88jmrC0;R:\YRF0613,Connect
{I5Y1-K6HD42OL-7517WRRO},01-04-2010 09:30,FKW2698,PC-8112,,Disconnect
{U0T0-D7JD04XM-2993MFVA},01-04-2010 09:30,IAH0551,PC-6967,R:\;R:\94YRb71;R:\IAH0551,Connect
{R0X6-N4TQ18CV-6681XRBE},01-04-2010 09:30,UMP0532,PC-1797,,Disconnect
{P6R1-Z0UO22CD-0002XDHP},01-04-2010 09:30,KAS3814,PC-0717,,Disconnect
{P1P3-G4SW10YB-1956WFMY},01-04-2010 09:30,KDM0221,PC-6931,R:\;R:\19NbD71;R:\52rd4d2;R:\58Gkyn0;R:\77ZR7p2;R:\KDM0221,Connect
{O4Q1-K2LS46GM-8354WSCH},01-04-2010 09:30,APM1561,PC-2650,,Disconnect
{C9Y3-W1IC19JM-0229WPSE},01-04-2010 09:31,LDF1919,PC-2946,R:\;R:\536qv49;R:\81lTg71;R:\LDF1919,Connect
{D6G9-H5IZ96AA-1731PCZG},01-04-2010 09:31,KRF0163,PC-3220,,Disconnect
{M6H0-D8HD01NC-2746WPUR},01-04-2010 09:31,SLB2763,PC-8850,R:\;R:\19wN223;R:\52M12Z6;R:\SLB2763,Connect
{J0T8-H6VO52HX-7677DJYZ},01-04-2010 09:31,OSM1577,PC-0733,,Disconnect
{X4U3-S0JA39EH-8580NYKR},01-04-2010 09:31,COL0740,PC-5193,,Disconnect
{V6R7-D0CU14OM-8708NMCK},01-04-2010 09:31,DHR3582,PC-6765,R:\;R:\51HK823;R:\74LG1q2;R:\787zVJ8;R:\88n3Q85;R:\DHR3582,Connect
{A1R8-S7HA14KC-3548QHSH},01-04-2010 09:32,UWC1584,PC-3101,R:\;R:\591DGx8;R:\88x4Sg4;R:\UWC1584,Connect
{Q4T6-Y6OJ47SP-4509AARW},01-04-2010 09:32,JKH3139,PC-5633,R:\;R:\17JV383;R:\232cq79;R:\37FWJ81;R:\95Pd183;R:\JKH3139,Connect
{E9O8-S6XF72CX-1177WSTS},01-04-2010 09:32,MSP3608,PC-3455,,Disconnect
{N6Y9-Q2HP31IG-9383YLBH},01-04-2010 09:32,JFJ3572,PC-1992,,Disconnect
{Q9R7-N3BS29QI-9218SFGF},01-04-2010 09:32,GEB0230,PC-4661,R:\;R:\95DCsn0;R:\GEB0230,Connect
{K3E6-Y6ES87VS-9119OGEM},01-04-2010 09:32,GKK0677,PC-9642,,Disconnect
{F8S4-T9GB54DB-9310MIFF},01-04-2010 09:32,JJH0681,PC-0313,,Disconnect
{Z6U2-Y5ZS01JB-1604CGBE},01-04-2010 09:32,SES3390,PC-9662,R:\;R:\43fb623;R:\57xn623;R:\84nrJm0;R:\968Bp69;R:\SES3390,Connect
{Y8Q4-F0OM19DZ-4756XJMJ},01-04-2010 09:32,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{P3Z0-Y4QG05JN-1818RPMY},01-04-2010 09:32,MRB0178,PC-7966,R:\;R:\931NXw8;R:\MRB0178,Connect
{I5D2-P8JP64IK-2393EFGG},01-04-2010 09:33,HBN0384,PC-9145,R:\;R:\48w7Bt4;R:\741rfN8;R:\HBN0384,Connect
{O6T3-H3NZ01QT-9888LBIK},01-04-2010 09:33,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{H4I5-P9RL90QL-2477HVDT},01-04-2010 09:33,JHH3615,PC-0248,R:\;R:\21Bnb41;R:\53R4J55;R:\JHH3615,Connect
{F7E7-S1AX77XQ-7188MPOZ},01-04-2010 09:33,IHH1484,PC-4158,R:\;R:\86v3Cw4;R:\IHH1484,Connect
{R9Y0-T3RZ84LZ-9482CNAV},01-04-2010 09:33,TLF2709,PC-8836,R:\;R:\TLF2709,Connect
{N2O0-L5XS95LF-0520QWWJ},01-04-2010 09:33,OBB1551,PC-6409,R:\;R:\86ckX31;R:\88k9t55;R:\OBB1551,Connect
{V8U8-I1EM20ZQ-8022IHNG},01-04-2010 09:33,YRS2977,PC-4256,R:\;R:\YRS2977,Connect
{U3R2-F7VC46MD-3126BMOX},01-04-2010 09:33,RSC2419,PC-6845,R:\;R:\25sYN51;R:\688jn69;R:\RSC2419,Connect
{E9J5-X1MG43UQ-9616LEWF},01-04-2010 09:34,ARS3926,PC-8628,R:\;R:\ARS3926,Connect
{R3U4-Y5DO70RB-7263KFSC},01-04-2010 09:34,MOG2500,PC-8544,R:\;R:\23f6c45;R:\28fCcy0;R:\37zh5x2;R:\84jJsV0;R:\MOG2500,Connect
{I7U7-D7HE90AV-6274REXD},01-04-2010 09:34,COM2554,PC-6444,R:\;R:\57L3ZK4;R:\75H4q85;R:\COM2554,Connect
{M0M6-E8RZ17EF-6514CXOY},01-04-2010 09:34,NLS3413,PC-9420,R:\;R:\NLS3413,Connect
{Y7B0-Z9TH34AP-1133AMLL},01-04-2010 09:34,FJC2009,PC-0109,,Disconnect
{Q9X3-B0CQ33XL-5097PGFQ},01-04-2010 09:34,MJV0820,PC-0898,R:\;R:\22xg9W2;R:\465Hzs8;R:\97hPMC0;R:\MJV0820,Connect
{J7R8-X3CA96WG-3826CGOJ},01-04-2010 09:34,JHH3615,PC-0248,,Disconnect
{O0K7-D7KQ23VR-3183PGEG},01-04-2010 09:34,IJO2659,PC-9331,,Disconnect
{V5Q9-N1QG85MW-9337ZYRM},01-04-2010 09:34,KCW2926,PC-8796,R:\;R:\KCW2926,Connect
{S1H5-D6DU06NB-1200ANDO},01-04-2010 09:35,VYM1222,PC-6984,,Disconnect
{D8O5-L4FY86VW-6615ZBQJ},01-04-2010 09:35,SDB3080,PC-0910,,Disconnect
{D1T9-B7YQ28PT-0521GZXS},01-04-2010 09:35,DKH2809,PC-4992,R:\;R:\745Fb59;R:\76rLpb0;R:\DKH2809,Connect
{T6T9-F0DT97MZ-4878ETHM},01-04-2010 09:35,GCR0625,PC-0731,,Disconnect
{O7T4-W1AL96SJ-8022CAPQ},01-04-2010 09:35,IJO2659,PC-9331,R:\;R:\821Jb39;R:\86R6p95;R:\IJO2659,Connect
{W2X1-E0WG06BF-9224MWXN},01-04-2010 09:35,ALH3845,PC-5066,,Disconnect
{H6V8-R6KQ71EL-9909BBQH},01-04-2010 09:35,ORL3995,PC-6988,R:\;R:\13H4g35;R:\799Tc39;R:\811Km19;R:\ORL3995,Connect
{U0U9-O0FA43KR-1386JSKF},01-04-2010 09:35,ORL3995,PC-6988,,Disconnect
{Y3P3-O8ZZ47SZ-7611CJTI},01-04-2010 09:35,MOD0948,PC-3164,,Disconnect
{I6W5-H3EM93NE-7543AUML},01-04-2010 09:35,XMR1810,PC-8858,,Disconnect
{Q0M3-P4DI24AC-8216SIKN},01-04-2010 09:35,VBC3689,PC-6882,R:\;R:\286DqX8;R:\46d27s6;R:\518ZZ39;R:\69bg913;R:\VBC3689,Connect
{Z6G9-J2ST13SP-3604XKZU},01-04-2010 09:36,GEB0230,PC-4661,,Disconnect
{N3P1-F7JN90IM-4984CNFZ},01-04-2010 09:36,YRF0613,PC-0110,,Disconnect
{S6W9-G3QY28SN-1449OCJT},01-04-2010 09:36,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{Q8Z5-B9ES34EI-7093UEEX},01-04-2010 09:36,MSL3587,PC-4381,,Disconnect
{I5T7-V3HU47CW-7166TVYK},01-04-2010 09:36,SDB3080,PC-0910,R:\;R:\299vXc8;R:\69TZzM0;R:\SDB3080,Connect
{M1V5-O4AF66FZ-9024ZDXI},01-04-2010 09:36,SCP3756,PC-9821,R:\;R:\26CK253;R:\26v6567;R:\51D7f95;R:\72W99B6;R:\SCP3756,Connect
{N6V3-K4LJ82NC-3767POCM},01-04-2010 09:36,RIT1995,PC-9158,R:\;R:\71V1F85;R:\741yH69;R:\RIT1995,Connect
{G4V5-V4QG38VN-1692EJYD},01-04-2010 09:36,JNF3258,PC-7834,R:\;R:\JNF3258,Connect
{M9B0-I9UT89HQ-7201TKEX},01-04-2010 09:36,MSL3587,PC-4381,R:\;R:\627lxF8;R:\78H8l35;R:\79P7857;R:\MSL3587,Connect
{X6E4-U9WK25RW-2362OAHL},01-04-2010 09:36,MOD0948,PC-3164,,Disconnect
{N7Y2-R5KF55OP-9064GRPP},01-04-2010 09:36,TMO1697,PC-0792,R:\;R:\29NNR71;R:\371XY89;R:\37p47G6;R:\65S6397;R:\TMO1697,Connect
{D0I9-R9ED44VZ-8857JMHI},01-04-2010 09:36,EAD1352,PC-0791,R:\;R:\39gW9r2;R:\EAD1352,Connect
{R4M7-K1VQ38FF-5949OQTN},01-04-2010 09:36,PKY0246,PC-3655,R:\;R:\24dv8m2;R:\38T66l6;R:\63Q8fr4;R:\64ntSV0;R:\PKY0246,Connect
{S2Z0-J5MC08AL-9198KECF},01-04-2010 09:36,LDF1919,PC-2946,,Disconnect
{B2H6-Q3KV77SL-0379EHTS},01-04-2010 09:36,DEA2497,PC-6057,,Disconnect
{C7O5-E1GW94GX-0451NZCE},01-04-2010 09:37,DTA2648,PC-4856,,Disconnect
{C8W9-Q6RO24QM-9764XJHK},01-04-2010 09:37,SCP3756,PC-9821,,Disconnect
{W7H8-E0WG76LY-7836UBQT},01-04-2010 09:37,DTR3804,PC-1960,,Disconnect
{K5T4-H3YV54BF-8310UXSD},01-04-2010 09:37,CMD1983,PC-9221,R:\;R:\469xC79;R:\68wx563;R:\997nWW8;R:\CMD1983,Connect
{K3R3-K6PU93WH-9804LHKJ},01-04-2010 09:37,DJJ2687,PC-9437,R:\;R:\123Nln8;R:\12SV7Z2;R:\36n93c6;R:\87j6887;R:\DJJ2687,Connect
{Z7W3-T3XE76CY-0940YKYT},01-04-2010 09:37,ALB1705,PC-3698,R:\;R:\98p4L15;R:\ALB1705,Connect
{W5G8-U0VL90NK-5268EFVD},01-04-2010 09:37,VYM1222,PC-6984,R:\;R:\53ft9k2;R:\VYM1222,Connect
{R9C0-K2QK01CN-9882GETX},01-04-2010 09:37,OSM1577,PC-0733,R:\;R:\66W1447;R:\75R1587;R:\OSM1577,Connect
{Y5W8-L3FP22GF-2616CKFA},01-04-2010 09:38,SDB3080,PC-0910,,Disconnect
{J5L3-M0MQ11RM-5420HOZO},01-04-2010 09:38,NCR1068,PC-9130,R:\;R:\NCR1068,Connect
{P8W5-U7DQ38AW-4963LYTT},01-04-2010 09:38,ARS3926,PC-8628,,Disconnect
{D4Y2-X6IM93HG-0044WGPZ},01-04-2010 09:38,SMH0019,PC-4409,,Disconnect
{Q0V9-R9TK16CV-9883MMXM},01-04-2010 09:38,NLS3413,PC-9420,,Disconnect
{T4X6-J1RZ51CJ-2103MBNN},01-04-2010 09:38,TLM1413,PC-4852,,Disconnect
{C1E2-S6II66TF-5804JRIO},01-04-2010 09:38,BVW2499,PC-6877,R:\;R:\854CH79;R:\BVW2499,Connect
{T9I0-W2QI13AU-6442NPVI},01-04-2010 09:38,CAH0440,PC-7210,,Disconnect
{O5X8-W4JI25ZZ-3632YJPI},01-04-2010 09:38,YRS2977,PC-4256,,Disconnect
{B4V7-N3MS79OG-7702OGNY},01-04-2010 09:38,SKH0407,PC-5233,R:\;R:\24TNCK0;R:\61T6527;R:\89R4ST4;R:\SKH0407,Connect
{U9B2-P3NQ94FM-0122KZYH},01-04-2010 09:38,SCP3756,PC-9821,R:\;R:\26CK253;R:\26v6567;R:\51D7f95;R:\72W99B6;R:\SCP3756,Connect
{X3K2-V1ES27FV-2706VJYT},01-04-2010 09:38,FJC2009,PC-0109,R:\;R:\FJC2009,Connect
{J7X2-E7TP40HF-4714JQRW},01-04-2010 09:38,VBC3689,PC-6882,,Disconnect
{M9O9-H5JP43MO-2032ADBD},01-04-2010 09:39,FJC2009,PC-0109,,Disconnect
{Y2W1-D0TY79QJ-8328NBGU},01-04-2010 09:39,DJJ2687,PC-9437,,Disconnect
{U9Q7-J7UA94DE-6387WAEM},01-04-2010 09:39,JCB2204,PC-7354,R:\;R:\31Q9FB4;R:\JCB2204,Connect
{I1C4-F5KX91KF-2998WUYC},01-04-2010 09:39,TZM0061,PC-2163,R:\;R:\81p39v6;R:\91XHx41;R:\TZM0061,Connect
{V3E3-O5NL60GU-0013LZTX},01-04-2010 09:39,JNF3258,PC-7834,,Disconnect
